NUM_TITULO,FILIAL,CGC,CLIENTE,BAIRRO,MUCINIPIO,ESTADO,CEP,CONTATO,VALOR,SALDO,VCTO_REAL
000005879,TV JANGADEIRO,12912622000175,TV TAMBAU           ,TAMBIA              ,JOAO PESSOA    ,PB,58020540,8330153700     ,"R$1,584.00","R$1,584.00",07/01/2019
000006140,TV JANGADEIRO,12912622000175,TV TAMBAU           ,TAMBIA              ,JOAO PESSOA    ,PB,58020540,8330153700     ,"R$1,584.00","R$1,584.00",11/02/2019
000001312,TV JANGADEIRO,27065150001101,TV TRIBUNA          ,OURO PRETO          ,OLINDA         ,PE,53260550,34938555       ,"R$3,453.18","R$3,453.18",30/12/2015
000000680,TV JANGADEIRO,27065150001101,TV TRIBUNA          ,OURO PRETO          ,OLINDA         ,PE,53260550,34938555       ,"R$1,800.23","R$1,800.23",31/08/2015
000000698,TV JANGADEIRO,27065150001101,TV TRIBUNA          ,OURO PRETO          ,OLINDA         ,PE,53260550,34938555       ,"R$3,453.18","R$3,453.18",30/09/2015
000042329,TV JANGADEIRO,02873334000286,VITAL 500 - FORT    ,CENTRO              ,FORTALEZA      ,CE,60160280,8532116700     ,"R$56,835.03","R$51,152.06",10/04/2014
000042510,TV JANGADEIRO,02873334000286,VITAL 500 - FORT    ,CENTRO              ,FORTALEZA      ,CE,60160280,8532116700     ,"R$56,835.04","R$56,835.04",30/07/2013
000042699,TV JANGADEIRO,02873334000286,VITAL 500 - FORT    ,CENTRO              ,FORTALEZA      ,CE,60160280,8532116700     ,"R$56,835.04","R$56,835.04",30/08/2013
000042701,TV JANGADEIRO,02873334000286,VITAL 500 - FORT    ,CENTRO              ,FORTALEZA      ,CE,60160280,8532116700     ,"R$5,683.50","R$5,683.50",30/08/2013
000042818,TV JANGADEIRO,02873334000286,VITAL 500 - FORT    ,CENTRO              ,FORTALEZA      ,CE,60160280,8532116700     ,"R$5,683.50","R$5,683.50",30/09/2013
000042819,TV JANGADEIRO,02873334000286,VITAL 500 - FORT    ,CENTRO              ,FORTALEZA      ,CE,60160280,8532116700     ,"R$56,835.04","R$56,835.04",30/09/2013
000000900,BAND NEWS,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,R$474.73,R$474.73,01/12/2014
000000975,BAND NEWS,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,R$316.48,R$316.48,30/12/2014
000000977,BAND NEWS,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,R$158.24,R$158.24,30/12/2014
000001056,BAND NEWS,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,R$430.77,R$430.77,02/03/2015
000001331,BAND NEWS,48255731000104,ABRAC               ,SUMARE              ,SAO PAULO      ,SP,01255000,1138680310     ,R$545.06,R$545.06,30/06/2015
000001387,BAND NEWS,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,R$428.16,R$428.16,15/07/2015
000001387,BAND NEWS,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,R$428.16,R$428.16,30/07/2015
000001512,BAND NEWS,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,R$369.36,R$369.36,26/08/2015
000001512,BAND NEWS,18889194000193,AFPC NORTH SHOPPING ,JOQUEI CLUBE        ,FORTALEZA      ,CE,60520102,(85) 3131.6400 ,R$369.36,R$369.36,15/09/2015
000005698,BAND NEWS,28148374000178,ALPHAVILLE - TERRAS ,PARQUE DOM PEDRO    ,ITAITINGA      ,CE,61880000,               ,"R$2,882.88","R$2,882.88",15/05/2020
000005744,BAND NEWS,03844450000159,AMC                 ,CIDADE DOS FUNCIONAR,FORTALEZA      ,CE,60823012,8534339706     ,"R$9,256.00","R$9,256.00",15/06/2020
000003975,BAND NEWS,18767227000122,ANIVA EMPREENDIMENTO,MEIRELES            ,FORTALEZA      ,CE,60175070,               ,"R$1,375.00","R$1,375.00",21/05/2018
000005541,BAND NEWS,26232580000136,AUDI CENTER FORTALEZ,ALDEOTA             ,FORTALEZA      ,CE,60140035,85 32661700    ,"R$2,000.00","R$2,000.00",15/01/2020
000005743,BAND NEWS,07237373000120,BANCO DO NORDESTE - ,PASSARE             ,FORTALEZA      ,CE,60743902,32993333       ,"R$1,344.00","R$1,344.00",15/06/2020
000002699,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,"R$1,391.71","R$1,391.71",16/11/2016
000002759,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$917.17,R$917.17,15/12/2016
000003053,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$840.00,R$840.00,22/05/2017
000003274,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$98.00,R$98.00,16/08/2017
000003624,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$840.00,R$840.00,30/12/2017
000003681,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$700.00,R$700.00,15/01/2018
000005511,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$518.44,R$518.44,15/01/2020
000005187,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$518.46,R$518.46,16/08/2019
000005264,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$518.46,R$518.46,16/09/2019
000005290,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$518.46,R$518.46,15/10/2019
000005296,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$484.04,R$484.04,15/10/2019
000005362,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$518.46,R$518.46,18/11/2019
000005429,BAND NEWS,10749430000164,BANDNEWS FM JOAO PES,CENTRO              ,JOAO PESSOA    ,PB,58013420,               ,R$518.46,R$518.46,16/12/2019
000004980,BAND NEWS,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$7,800.00","R$7,800.00",01/06/2020
000004980,BAND NEWS,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$7,800.00","R$7,800.00",01/06/2020
000004980,BAND NEWS,16602563000190,BASQUETE CEARENSE   ,ALDEOTA             ,FORTALEZA      ,CE,60160196,981610103      ,"R$7,800.00","R$7,800.00",01/06/2020
000005134,BAND NEWS,63544308000118,BIO TEC             ,EDSON QUEIROZ       ,FORTALEZA      ,CE,60812330,8532472010     ,"R$3,880.80","R$3,880.80",16/08/2019
000005221,BAND NEWS,63544308000118,BIO TEC             ,EDSON QUEIROZ       ,FORTALEZA      ,CE,60812330,8532472010     ,"R$3,880.80","R$3,880.80",16/09/2019
000005310,BAND NEWS,63544308000118,BIO TEC             ,EDSON QUEIROZ       ,FORTALEZA      ,CE,60812330,8532472010     ,"R$3,880.80","R$3,880.80",15/10/2019
000001377,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",30/07/2015
000001463,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",17/08/2015
000001463,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",31/08/2015
000001573,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",15/09/2015
000001573,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",30/09/2015
000001691,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",15/10/2015
000002480,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.15,R$434.15,10/10/2016
000002616,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,10/10/2016
000002616,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,10/11/2016
000002616,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,21/11/2016
000002616,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,20/10/2016
000001998,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",01/02/2016
000002476,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,22/08/2016
000002476,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,20/07/2016
000002480,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,12/09/2016
000002476,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,10/08/2016
000002480,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,R$434.17,R$434.17,20/09/2016
000001691,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",30/10/2015
000001791,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",16/11/2015
000001791,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",30/11/2015
000001895,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",30/12/2015
000001895,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",15/12/2015
000001998,BAND NEWS,05475850000160,CASA DOS RELOJOEIROS,CENTRO              ,FORTALEZA      ,CE,60035000,34337888       ,"R$4,200.00","R$4,200.00",15/01/2016
000004565,BAND NEWS,33541368000116,CHESF               ,SAN MARTIN          ,RECIFE         ,PE,50761901,32292048       ,"R$1,276.80","R$1,276.80",02/01/2019
000002485,BAND NEWS,11588060000193,CLINICA CLINDOR     ,GUARARAPES          ,FORTALEZA      ,CE,60810260,32913419       ,"R$2,000.00","R$2,000.00",15/09/2016
000002511,BAND NEWS,11588060000193,CLINICA CLINDOR     ,GUARARAPES          ,FORTALEZA      ,CE,60810260,32913419       ,"R$2,000.00","R$2,000.00",16/11/2016
000002511,BAND NEWS,11588060000193,CLINICA CLINDOR     ,GUARARAPES          ,FORTALEZA      ,CE,60810260,32913419       ,"R$2,000.00","R$2,000.00",28/10/2016
000002582,BAND NEWS,11588060000193,CLINICA CLINDOR     ,GUARARAPES          ,FORTALEZA      ,CE,60810260,32913419       ,"R$2,000.00","R$2,000.00",15/12/2016
000002582,BAND NEWS,11588060000193,CLINICA CLINDOR     ,GUARARAPES          ,FORTALEZA      ,CE,60810260,32913419       ,"R$2,000.00","R$2,000.00",28/11/2016
000002691,BAND NEWS,11588060000193,CLINICA CLINDOR     ,GUARARAPES          ,FORTALEZA      ,CE,60810260,32913419       ,"R$2,000.00","R$2,000.00",28/12/2016
000002691,BAND NEWS,11588060000193,CLINICA CLINDOR     ,GUARARAPES          ,FORTALEZA      ,CE,60810260,32913419       ,"R$2,000.00","R$2,000.00",16/01/2017
000003429,BAND NEWS,07265242000156,COL SANTO INACIO    ,ALDEOTA             ,FORTALEZA      ,CE,60170002,8532613088     ,"R$3,000.00","R$3,000.00",30/10/2017
000003536,BAND NEWS,07265242000156,COL SANTO INACIO    ,ALDEOTA             ,FORTALEZA      ,CE,60170002,8532613088     ,"R$3,000.00","R$3,000.00",01/11/2017
000005416,BAND NEWS,30120631000105,COLEGIO CIVICO M BAT,BELA VISTA          ,FORTALEZA      ,CE,60442103,               ,"R$6,350.00","R$6,350.00",16/12/2019
000002766,BAND NEWS,26434343000158,CONECTA TECNOLOGIA C,PARQUE MANIBURA     ,FORTALEZA      ,CE,60821802,88182173       ,"R$6,578.00","R$6,578.00",02/01/2017
000002790,BAND NEWS,26434343000158,CONECTA TECNOLOGIA C,PARQUE MANIBURA     ,FORTALEZA      ,CE,60821802,88182173       ,"R$6,578.00","R$6,578.00",16/01/2017
000002874,BAND NEWS,26434343000158,CONECTA TECNOLOGIA C,PARQUE MANIBURA     ,FORTALEZA      ,CE,60821802,88182173       ,"R$6,578.00","R$6,578.00",15/02/2017
000002304,BAND NEWS,14723388002107,CONSORCIO SAGA      ,CENTRO              ,FORTALEZA      ,CE,60135040,31986700       ,"R$2,999.92","R$2,999.92",15/06/2016
000001858,BAND NEWS,34028316000103,CORREIOS            ,ASA NORTE           ,BRASILIA       ,DF,70002900,21911900       ,R$858.00,R$858.00,15/12/2015
000001999,BAND NEWS,23376977000103,CSI CONSTRU SERVI E ,PARQUE IRACEMA      ,FORTALEZA      ,CE,60824090,31145449       ,"R$2,070.00","R$2,070.00",15/01/2016
000001999,BAND NEWS,23376977000103,CSI CONSTRU SERVI E ,PARQUE IRACEMA      ,FORTALEZA      ,CE,60824090,31145449       ,"R$2,070.00","R$2,070.00",01/02/2016
000002045,BAND NEWS,23376977000103,CSI CONSTRU SERVI E ,PARQUE IRACEMA      ,FORTALEZA      ,CE,60824090,31145449       ,"R$2,070.00","R$2,070.00",30/03/2016
000002045,BAND NEWS,23376977000103,CSI CONSTRU SERVI E ,PARQUE IRACEMA      ,FORTALEZA      ,CE,60824090,31145449       ,"R$2,070.00","R$2,070.00",18/03/2016
000002121,BAND NEWS,23376977000103,CSI CONSTRU SERVI E ,PARQUE IRACEMA      ,FORTALEZA      ,CE,60824090,31145449       ,"R$2,070.00","R$2,070.00",15/04/2016
000002132,BAND NEWS,23376977000103,CSI CONSTRU SERVI E ,PARQUE IRACEMA      ,FORTALEZA      ,CE,60824090,31145449       ,"R$2,070.00","R$2,070.00",02/05/2016
000004414,BAND NEWS,00063405000179,DAFONTE             ,FATIMA              ,FORTALEZA      ,CE,60415510,8534446600     ,R$537.60,R$537.60,15/10/2018
000005132,BAND NEWS,07809465000137,DALLAS GRILL        ,MEIRELES            ,FORTALEZA      ,CE,60160250,32124443       ,"R$3,057.60","R$3,057.60",30/08/2019
000005241,BAND NEWS,07809465000137,DALLAS GRILL        ,MEIRELES            ,FORTALEZA      ,CE,60160250,32124443       ,"R$2,962.05","R$2,962.05",30/09/2019
000005336,BAND NEWS,13048875000105,DPR SAUDE           ,FATIMA              ,FORTALEZA      ,CE,60040290,21809887       ,"R$10,000.00","R$3,333.33",05/11/2019
000004597,BAND NEWS,05646296000136,DR NACELIO MESQUITA ,ALDEOTA             ,FORTALEZA      ,CE,60170041,32615153       ,"R$2,640.00","R$2,640.00",28/01/2019
000004729,BAND NEWS,05646296000136,DR NACELIO MESQUITA ,ALDEOTA             ,FORTALEZA      ,CE,60170041,32615153       ,"R$2,640.00","R$2,640.00",28/03/2019
000003479,BAND NEWS,15649820000186,DVG EMPREENDIMENTOS ,VARJOTA             ,FORTALEZA      ,CE,60175070,40061400       ,R$316.80,R$316.80,16/11/2017
000005735,BAND NEWS,03884793000147,FAMETRO             ,JACARECANGA         ,FORTALEZA      ,CE,60010260,8532066400     ,"R$7,689.60","R$7,689.60",30/06/2020
000002814,BAND NEWS,12515906000128,FILMES DE MINAS     ,CRUZEIRO            ,BELO HORIZONTE ,MG,30310120,25391538       ,"R$1,840.00","R$1,840.00",16/01/2017
000005648,BAND NEWS,26644506000127,FORT MOTORS         ,COCO                ,FORTALEZA      ,CE,60192024,8540080202     ,"R$7,707.20","R$7,707.20",16/03/2020
000004742,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",01/04/2019
000004742,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",15/03/2019
000004793,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",15/04/2019
000004793,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",30/04/2019
000004893,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",15/05/2019
000005154,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",30/08/2019
000004893,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",30/05/2019
000004956,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",17/06/2019
000004956,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",01/07/2019
000005058,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",15/07/2019
000005058,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",30/07/2019
000005154,BAND NEWS,10531394000168,FREDERICO RESTAURANT,CENTRO              ,FORTALEZA      ,CE,60160150,               ,"R$1,000.00","R$1,000.00",16/08/2019
000003605,BAND NEWS,02877955000157,FREE LIFE           ,CENTRO              ,FORTALEZA      ,CE,60030141,8535338641     ,"R$3,500.00","R$3,500.00",15/12/2017
000002187,BAND NEWS,20593159000174,FRENTE MAR          ,DIONISIO TORRES     ,FORTALEZA      ,CE,60135218,999390702      ,"R$1,428.57","R$1,428.57",28/04/2016
000002403,BAND NEWS,12353215000175,GC PNEUS - FORTALEZA,CENTRO              ,FORTALEZA      ,CE,60030010,32123099       ,"R$7,112.66",R$89.98,28/07/2016
000002535,BAND NEWS,12353215000175,GC PNEUS - FORTALEZA,CENTRO              ,FORTALEZA      ,CE,60030010,32123099       ,"R$7,112.66","R$7,112.66",28/09/2016
000001114,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,"R$1,399.20","R$1,399.20",16/03/2015
000001215,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,"R$1,267.20","R$1,267.20",30/04/2015
000001330,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,"R$1,091.74","R$1,091.74",30/06/2015
000001383,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,"R$1,478.40","R$1,478.40",30/06/2015
000001384,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,R$422.40,R$422.40,30/06/2015
000001467,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,"R$2,323.20","R$2,323.20",30/07/2015
000000672,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,"R$1,214.40","R$1,214.40",30/09/2014
000000899,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,R$950.87,R$950.87,01/12/2014
000000974,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,R$633.92,R$633.92,30/12/2014
000000976,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,R$316.96,R$316.96,30/12/2014
000001055,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,R$862.83,R$862.83,02/03/2015
000001059,BAND NEWS,59275792000150,GM                  ,BARCELONA           ,SAO CAETANO DO ,SP,09550050,43247700       ,R$316.80,R$316.80,02/03/2015
000001701,BAND NEWS,02336498000274,HONDA NOVA LUZ-BARAO,MEIRELES            ,FORTALEZA      ,CE,60120000,8533068300     ,"R$3,168.00","R$3,168.00",15/10/2015
000002640,BAND NEWS,02336498000274,HONDA NOVA LUZ-BARAO,MEIRELES            ,FORTALEZA      ,CE,60120000,8533068300     ,"R$7,600.00","R$7,600.00",31/10/2016
000003712,BAND NEWS,63386213000113,HOSPITAL DA CRIANCA ,MONTESE             ,FORTALEZA      ,CE,60421000,34874500       ,"R$3,500.00","R$3,500.00",28/02/2018
000003794,BAND NEWS,63386213000113,HOSPITAL DA CRIANCA ,MONTESE             ,FORTALEZA      ,CE,60421000,34874500       ,"R$3,500.00","R$3,500.00",28/03/2018
000003864,BAND NEWS,63386213000113,HOSPITAL DA CRIANCA ,MONTESE             ,FORTALEZA      ,CE,60421000,34874500       ,"R$3,500.00","R$3,500.00",30/04/2018
000003955,BAND NEWS,63386213000113,HOSPITAL DA CRIANCA ,MONTESE             ,FORTALEZA      ,CE,60421000,34874500       ,"R$3,500.00","R$3,500.00",28/05/2018
000004039,BAND NEWS,63386213000113,HOSPITAL DA CRIANCA ,MONTESE             ,FORTALEZA      ,CE,60421000,34874500       ,"R$3,500.00","R$3,500.00",28/06/2018
000001265,BAND NEWS,05324478000190,IMAGEM E DOMINIO    ,AGUA FRIA           ,FORTALEZA      ,CE,60811341,8532610555     ,"R$1,000.00","R$1,000.00",28/07/2015
000001265,BAND NEWS,05324478000190,IMAGEM E DOMINIO    ,AGUA FRIA           ,FORTALEZA      ,CE,60811341,8532610555     ,"R$1,000.00","R$1,000.00",29/06/2015
000005642,BAND NEWS,28900422000132,LA FORA BRASIL      ,ALDEOTA             ,FORTALEZA      ,CE,60170079,85 21810809    ,"R$2,004.72","R$2,004.72",16/03/2020
000005665,BAND NEWS,28900422000132,LA FORA BRASIL      ,ALDEOTA             ,FORTALEZA      ,CE,60170079,85 21810809    ,"R$2,004.72","R$2,004.72",15/04/2020
000005666,BAND NEWS,28900422000132,LA FORA BRASIL      ,ALDEOTA             ,FORTALEZA      ,CE,60170079,85 21810809    ,"R$2,004.72","R$2,004.72",15/04/2020
000005097,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,R$759.97,R$759.97,25/05/2020
000005202,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,392.00","R$1,392.00",25/05/2020
000005201,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,392.00","R$1,392.00",25/05/2020
000005202,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,392.00","R$1,392.00",25/05/2020
000005259,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,000.00","R$1,000.00",25/05/2020
000005258,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,000.00","R$1,000.00",25/05/2020
000005259,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,000.00","R$1,000.00",25/05/2020
000005258,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,000.00","R$1,000.00",25/05/2020
000005500,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$2,160.00","R$2,160.00",15/05/2020
000005573,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,516.66","R$1,516.66",20/04/2020
000005691,BAND NEWS,09352067000160,LOPES IMMOBILIS     ,MEIRELES            ,FORTALEZA      ,CE,60125150,31986615       ,"R$1,754.50","R$1,754.50",11/05/2020
000003571,BAND NEWS,05483031000164,MANHATTAN INCORPORAC,ALDEOTA             ,FORTALEZA      ,CE,60115160,               ,"R$9,130.00","R$9,130.00",30/11/2017
000003619,BAND NEWS,07334600000135,MARINA PARK         ,PRAIA DE IRACEMA    ,FORTALEZA      ,CE,60312060,40069595       ,"R$1,250.00","R$1,250.00",15/01/2018
000003347,BAND NEWS,11048992000143,MD CE MARIO TEIXEIRA,CAMBEBA             ,FORTALEZA      ,CE,60824245,32246015       ,"R$2,232.00","R$2,232.00",21/08/2017
000004119,BAND NEWS,15753285000109,MD CE THEBERGE CONST,ALDEOTA             ,FORTALEZA      ,CE,60150161,               ,"R$1,375.00","R$1,375.00",02/07/2018
000004180,BAND NEWS,15753285000109,MD CE THEBERGE CONST,ALDEOTA             ,FORTALEZA      ,CE,60150161,               ,"R$1,375.00","R$1,375.00",30/07/2018
000004272,BAND NEWS,15753285000109,MD CE THEBERGE CONST,ALDEOTA             ,FORTALEZA      ,CE,60150161,               ,"R$1,375.00","R$1,375.00",30/08/2018
000002886,BAND NEWS,10194360000125,METALURGICA HISPANO ,CENTRO              ,PACAJUS        ,CE,62870000,32361744       ,"R$5,019.02","R$5,019.02",15/02/2017
000000166,BAND NEWS,00394544003605,MINISTERIO DA SAUDE ,ASA SUL             ,BRASILIA       ,DF,70058900,33152425       ,R$598.40,R$598.40,15/10/2013
000000517,BAND NEWS,00394544003605,MINISTERIO DA SAUDE ,ASA SUL             ,BRASILIA       ,DF,70058900,33152425       ,R$299.20,R$299.20,16/06/2014
